,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,pid,run,final_bonus,displayed_bonus,CODE,DEPTH,COST,MIN_TIME,inspectCost,startTime,bonusRate,variance,branching,first_trial,colors,color_names,time_diff
678,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,605,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.083333333333332
679,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,709,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.933333333333334
680,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,738,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.6
681,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,634,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",44.13333333333333
682,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,771,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",39.53333333333333
683,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,778,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.416666666666668
684,chrome,macos,UNKNOWN,9,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,767,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",42.916666666666664
685,firefox,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,624,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.8
686,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,681,2PartPilot3Part2,0.6,0.0,guanaco,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.483333333333334
687,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-15,,,0.0,1,debug,773,2PartPilot3Part2,,,rooster,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
688,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,678,2PartPilot3Part2,,,guanaco,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
689,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-13,,,0.0,1,debug,678,2PartPilot3Part2,,,guanaco,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
690,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,678,2PartPilot3Part2,,,guanaco,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
691,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,678,2PartPilot3Part2,,,guanaco,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
692,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,635,2PartPilot3Part2,,,chinchilla,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
695,chrome,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-12-09,,,0.0,1,debug,746,2PartPilot3Part2,,,aoudad,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
696,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-12-14,,,0.0,1,debug,815,2PartPilot3Part2,,,rooster,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
697,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-09,,,0.0,1,debug,609,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
698,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-09,,,0.0,1,debug,609,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
699,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,609,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
700,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,609,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-16,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
701,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-12,,,0.0,1,debug,696,2PartPilot3Part2,,,walrus,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
702,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-12-12,,,0.0,1,debug,696,2PartPilot3Part2,,,walrus,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
703,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,696,2PartPilot3Part2,,,walrus,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
704,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,696,2PartPilot3Part2,,,walrus,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
706,firefox,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,595,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
707,firefox,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,595,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
708,firefox,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-14,,,0.0,1,debug,595,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
709,firefox,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-12-14,,,0.0,1,debug,595,2PartPilot3Part2,,,hedgehog,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
710,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-12,,,0.0,1,debug,638,2PartPilot3Part2,,,chinchilla,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
711,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-12-12,,,0.0,1,debug,638,2PartPilot3Part2,,,chinchilla,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
712,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,638,2PartPilot3Part2,,,chinchilla,0,1,7,1,2020-12-12,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
713,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-16,,,0.0,1,debug,638,2PartPilot3Part2,,,chinchilla,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
714,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-14,,,0.0,1,debug,774,2PartPilot3Part2,,,rooster,0,1,7,1,2020-12-14,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
715,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-12-12,,,0.0,1,debug,736,2PartPilot3Part2,,,aoudad,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
