,browser,platform,language,cond,counterbalance,codeversion,beginhit,beginexp,endhit,bonus,status,mode,pid,run,final_bonus,displayed_bonus,CODE,DEPTH,COST,MIN_TIME,inspectCost,startTime,bonusRate,variance,branching,first_trial,colors,color_names,time_diff
404,chrome,macos,UNKNOWN,2,0,irlexp7_part2,2020-11-25,,2020-11-25,0.0,3,debug,280,2PartPilot1Part2,0.6,0.0,rooster,0,1,7,1,2020-11-25,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",15.433333333333334
406,chrome,windows,UNKNOWN,4,0,irlexp7_part2,2020-11-24,,2020-11-24,0.0,3,debug,275,2PartPilot1Part2,0.6,0.0,chinchilla,0,1,7,1,2020-11-24,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.3
407,chrome,macos,UNKNOWN,5,0,irlexp7_part2,2020-11-25,,2020-11-27,0.0,3,debug,278,2PartPilot1Part2,0.6,0.0,dromedary,0,1,7,1,2020-11-25,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.13333333333333
408,chrome,windows,UNKNOWN,6,0,irlexp7_part2,2020-11-24,,2020-11-24,0.0,3,debug,279,2PartPilot1Part2,0.6,0.0,aoudad,0,1,7,1,2020-11-24,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",14.083333333333334
410,chrome,windows,UNKNOWN,7,0,irlexp7_part2,2020-11-25,,2020-11-25,0.0,3,debug,277,2PartPilot1Part2,0.6,0.0,walrus,0,1,7,1,2020-11-25,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.783333333333335
413,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,920,2PartPilot2Part2,0.6,0.0,guanaco,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",13.183333333333334
414,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,917,2PartPilot2Part2,0.6,0.0,chinchilla,0,1,7,1,2020-11-27,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.383333333333333
415,chrome,macos,UNKNOWN,0,0,irlexp7_1_part2,2020-11-30,,2020-11-30,0.0,3,debug,1017,2PartPilot2Part2,0.6,0.0,weasel,0,1,7,1,2020-11-29,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.633333333333333
416,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1003,2PartPilot2Part2,0.6,0.0,walrus,0,1,7,1,2020-11-28,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.683333333333334
417,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1013,2PartPilot2Part2,0.6,0.0,aoudad,0,1,7,1,2020-11-28,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",39.71666666666667
418,chrome,macos,UNKNOWN,1,0,irlexp7_1_part2,2020-11-27,,2020-11-27,0.0,3,debug,988,2PartPilot2Part2,0.6,0.0,hedgehog,0,1,7,1,2020-11-27,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.533333333333335
419,chrome,macos,UNKNOWN,1,0,irlexp7_1_part2,2020-11-29,,2020-11-29,0.0,3,debug,1023,2PartPilot2Part2,0.6,0.0,rooster,0,1,7,1,2020-11-29,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",13.9
420,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1001,2PartPilot2Part2,0.6,0.0,guanaco,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",47.016666666666666
421,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1000,2PartPilot2Part2,0.6,0.0,guanaco,0,1,7,1,2020-11-28,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.216666666666665
423,firefox,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-11-27,,2020-11-27,0.0,3,debug,987,2PartPilot2Part2,0.6,0.0,hedgehog,0,1,7,1,2020-11-27,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",33.95
424,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,985,2PartPilot2Part2,0.6,0.0,hedgehog,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.633333333333333
425,chrome,macos,UNKNOWN,2,0,irlexp7_1_part2,2020-11-29,,2020-11-29,0.0,3,debug,990,2PartPilot2Part2,0.6,0.0,bighorn,0,1,7,1,2020-11-29,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",14.45
426,firefox,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1019,2PartPilot2Part2,0.6,0.0,weasel,0,1,7,1,2020-11-27,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.21666666666667
427,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,992,2PartPilot2Part2,0.6,0.0,chinchilla,0,1,7,1,2020-11-28,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.433333333333334
428,firefox,macos,UNKNOWN,3,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,996,2PartPilot2Part2,0.6,0.0,chinchilla,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",18.766666666666666
429,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-11-29,,2020-11-29,0.0,3,debug,984,2PartPilot2Part2,0.6,0.0,hedgehog,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",26.05
430,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,993,2PartPilot2Part2,0.6,0.0,chinchilla,0,1,7,1,2020-11-28,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",48.55
431,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-11-27,,2020-11-27,0.0,3,debug,995,2PartPilot2Part2,0.6,0.0,hedgehog,0,1,7,1,2020-11-27,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.6
432,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-11-29,,2020-11-29,0.0,3,debug,1024,2PartPilot2Part2,0.6,0.0,rooster,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",32.766666666666666
433,chrome,windows,UNKNOWN,4,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,999,2PartPilot2Part2,0.6,0.0,porcupine,0,1,7,1,2020-11-27,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.166666666666668
434,firefox,macos,UNKNOWN,5,0,irlexp7_1_part2,2020-12-01,,2020-12-01,0.0,3,debug,1018,2PartPilot2Part2,0.6,0.0,weasel,0,1,7,1,2020-12-01,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",37.18333333333333
435,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-11-27,,2020-11-27,0.0,3,debug,1006,2PartPilot2Part2,0.6,0.0,hedgehog,0,1,7,1,2020-11-27,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.666666666666668
436,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1014,2PartPilot2Part2,0.6,0.0,aoudad,0,1,7,1,2020-11-27,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",31.833333333333332
437,chrome,chromeos,UNKNOWN,5,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,997,2PartPilot2Part2,0.6,0.0,porcupine,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",15.683333333333334
438,chrome,windows,UNKNOWN,5,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,994,2PartPilot2Part2,0.6,0.0,chinchilla,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",47.25
440,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1020,2PartPilot2Part2,0.6,0.0,weasel,0,1,7,1,2020-11-27,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",54.333333333333336
442,chrome,macos,UNKNOWN,6,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1010,2PartPilot2Part2,0.6,0.0,dromedary,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",40.416666666666664
443,chrome,windows,UNKNOWN,6,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1002,2PartPilot2Part2,0.6,0.0,walrus,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.6
444,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1021,2PartPilot2Part2,0.6,0.0,rooster,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",40.016666666666666
445,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1015,2PartPilot2Part2,0.6,0.0,aoudad,0,1,7,1,2020-11-27,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.033333333333335
446,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1005,2PartPilot2Part2,0.6,0.0,walrus,0,1,7,1,2020-11-27,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",33.4
447,chrome,windows,UNKNOWN,7,0,irlexp7_1_part2,2020-11-29,,2020-11-29,0.0,3,debug,1012,2PartPilot2Part2,0.6,0.0,aoudad,0,1,7,1,2020-11-29,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.766666666666666
448,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-11-29,,2020-11-29,0.0,3,debug,1009,2PartPilot2Part2,0.6,0.0,dromedary,0,1,7,1,2020-11-28,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.1
449,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-11-27,,2020-11-27,0.0,3,debug,1011,2PartPilot2Part2,0.6,0.0,hedgehog,0,1,7,1,2020-11-27,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",11.483333333333333
450,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,998,2PartPilot2Part2,0.6,0.0,porcupine,0,1,7,1,2020-11-28,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",42.833333333333336
451,chrome,windows,UNKNOWN,8,0,irlexp7_1_part2,2020-11-29,,2020-11-29,0.0,3,debug,991,2PartPilot2Part2,0.6,0.0,bighorn,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",13.616666666666667
452,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,989,2PartPilot2Part2,0.6,0.0,bighorn,0,1,7,1,2020-11-28,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.4
453,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-12-05,,2020-12-05,0.0,3,debug,1022,2PartPilot2Part2,0.6,0.0,rooster,0,1,7,1,2020-12-04,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",38.38333333333333
454,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-11-27,,2020-11-27,0.0,3,debug,921,2PartPilot2Part2,0.6,0.0,hedgehog,0,1,7,1,2020-11-27,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.266666666666666
455,firefox,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,1004,2PartPilot2Part2,0.6,0.0,walrus,0,1,7,1,2020-11-27,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",29.633333333333333
456,chrome,windows,UNKNOWN,9,0,irlexp7_1_part2,2020-11-28,,2020-11-28,0.0,3,debug,986,2PartPilot2Part2,0.6,0.0,hedgehog,0,1,7,1,2020-11-28,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",12.45
458,chrome,windows,UNKNOWN,3,0,irlexp7_1_part2,2020-11-28,,,0.0,1,debug,918,2PartPilot2Part2,,,porcupine,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
459,safari,macos,UNKNOWN,7,0,irlexp7_1_part2,2020-11-28,,,0.0,1,debug,1008,2PartPilot2Part2,,,dromedary,0,1,7,1,2020-11-28,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",
460,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,718,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.816666666666666
461,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,629,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",8.75
462,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,779,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",33.833333333333336
463,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-12,,2020-12-13,0.0,3,debug,618,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-12,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.55
464,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,671,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.166666666666668
465,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,803,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.983333333333334
466,firefox,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,669,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",27.0
467,chrome,macos,UNKNOWN,0,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,701,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",10.733333333333333
468,chrome,chromeos,UNKNOWN,0,0,irlexp7_1_part2,2020-12-13,,2020-12-13,0.0,3,debug,755,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",31.416666666666668
469,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,606,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.6
470,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,663,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-10,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.616666666666667
471,safari,macos,UNKNOWN,0,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,654,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.55
472,chrome,macos,UNKNOWN,0,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,745,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",41.2
473,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,652,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",19.666666666666668
474,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,603,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.366666666666667
475,firefox,macos,UNKNOWN,0,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,733,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-14,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",34.81666666666667
476,chrome,windows,UNKNOWN,0,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,731,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",28.45
477,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,665,2PartPilot3Part2,0.6,0.0,porcupine,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",21.15
478,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-12,,2020-12-12,0.0,3,debug,623,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",25.066666666666666
479,chrome,macos,UNKNOWN,1,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,730,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",17.166666666666668
480,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,610,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",41.85
481,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,640,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.45
482,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,772,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-15,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.883333333333333
483,firefox,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,721,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",23.316666666666666
484,firefox,macos,UNKNOWN,1,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,600,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-11,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",24.133333333333333
485,chrome,macos,UNKNOWN,1,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,722,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",22.116666666666667
486,chrome,macos,UNKNOWN,1,0,irlexp7_1_part2,2020-12-10,,2020-12-10,0.0,3,debug,740,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-10,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",11.916666666666666
487,safari,iphone,UNKNOWN,1,0,irlexp7_1_part2,2020-12-16,,2020-12-16,0.0,3,debug,598,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-16,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",37.06666666666667
488,chrome,macos,UNKNOWN,1,0,irlexp7_1_part2,2020-12-14,,2020-12-14,0.0,3,debug,597,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-13,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",37.53333333333333
489,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-11,,2020-12-11,0.0,3,debug,757,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-11,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",55.75
490,chrome,macos,UNKNOWN,1,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,744,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",43.36666666666667
491,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,631,2PartPilot3Part2,0.6,0.0,bighorn,0,1,7,1,2020-12-08,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",52.38333333333333
492,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-15,,2020-12-15,0.0,3,debug,752,2PartPilot3Part2,0.6,0.0,weasel,0,1,7,1,2020-12-15,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",3.216666666666667
493,chrome,windows,UNKNOWN,1,0,irlexp7_1_part2,2020-12-13,,2020-12-13,0.0,3,debug,596,2PartPilot3Part2,0.6,0.0,hedgehog,0,1,7,1,2020-12-13,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",31.383333333333333
494,chrome,macos,UNKNOWN,2,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,647,2PartPilot3Part2,0.6,0.0,chinchilla,0,1,7,1,2020-12-09,0.002,2_4_24,312,True,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",20.583333333333332
495,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-09,,2020-12-09,0.0,3,debug,782,2PartPilot3Part2,0.6,0.0,rooster,0,1,7,1,2020-12-09,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",30.483333333333334
496,chrome,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-13,,2020-12-13,0.0,3,debug,694,2PartPilot3Part2,0.6,0.0,walrus,0,1,7,1,2020-12-13,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",39.85
497,edge,windows,UNKNOWN,2,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,748,2PartPilot3Part2,0.6,0.0,aoudad,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",35.1
498,firefox,macos,UNKNOWN,2,0,irlexp7_1_part2,2020-12-08,,2020-12-08,0.0,3,debug,726,2PartPilot3Part2,0.6,0.0,dromedary,0,1,7,1,2020-12-08,0.002,2_4_24,312,False,"['#1b9e77', '#d95f02', '#7570b3']","['Green', 'Orange', 'Purple']",16.666666666666668
