,Unnamed: 0,w,taken_paths,costs,loss,ground_truth,trial_id,i_episode,actions,return,full_actions,sim_experiment_setting,sim_model_yaml,sim_feature_yaml,sim_prior_json,sim_constant_yaml,sim_cost_function,sim_cost_parameter_values,sim_num_simulated,sim_num_trials,static_cost_weight,depth_cost_weight,pid,num_early,num_middle,num_late,num_clicks,unbounded_present_bias,unbounded_loss,over_under,present,present_late,state
16,6,"[-0.9543619734182823, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8239849590696622, 1.642121002131585, 1.1944821751188133, 0.8511499022823609, 1.4698604755329001, 0.9545324537322751, 0.6050359885501447, -0.7671324557408121, 0.5665215518200188, -0.8836607985735703, 0.9093337160098556, -0.5508360986173616, -1.8006291365892175, 0.42764613074630253, 0.33704725889423065, 0.666490142420601, -0.4096127436914089, 1.2791929385014864, 2.05517632006596, -0.1650344382507774, -1.743142926015824, -2.047630756942766, 1.4092221103315425, 0.5159981382463937, 0.1363954813453553, 0.21011254422424594, 0.6225739981057841, 0.5885640682630117, -2.5213050808804667, 2.21641731931884, -1.240944005253794, 0.7612457479171639, -0.3891630378933502, 1.0484677304905927, -1.1106109847249477, -0.30497605346563705, 0.4941951009815714, -0.14392737507833758, -0.6590880564518399, 1.2547989833232622, 1.4742163464508622, 0.5871826615031697, 0.17935473670208746, 1.440291589692012, 0.22891601209359713, 1.1330713905113061, 0.1124719199687855, 0.5091195821338247, 0.6124455516404668, -0.006842984401793708, 0.06053348218776872, -0.5613965952994909]","[1, 2, 4]","[-5.0, -5.0, 38.0]",0.0,"[0.0, -2.0, -8.0, -24.0, 48.0, 4.0, 8.0, 48.0, -48.0, -4.0, -8.0, -24.0, -48.0]",-1966432234622664978,6,4,28.0,"[8, 4, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,True,True,-6.0,-22.0,-3.0153846153846153,0.0,3.0153846153846153,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, -48.0, Cat, Cat, Cat, Cat)"
17,6,"[-0.9543619734182823, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8239849590696622, 1.642121002131585, 1.1944821751188133, 0.8511499022823609, 1.4698604755329001, 0.9545324537322751, 0.6050359885501447, -0.7671324557408121, 0.5665215518200188, -0.8836607985735703, 0.9093337160098556, -0.5508360986173616, -1.8006291365892175, 0.42764613074630253, 0.33704725889423065, 0.666490142420601, -0.4096127436914089, 1.2791929385014864, 2.05517632006596, -0.1650344382507774, -1.743142926015824, -2.047630756942766, 1.4092221103315425, 0.5159981382463937, 0.1363954813453553, 0.21011254422424594, 0.6225739981057841, 0.5885640682630117, -2.5213050808804667, 2.21641731931884, -1.240944005253794, 0.7612457479171639, -0.3891630378933502, 1.0484677304905927, -1.1106109847249477, -0.30497605346563705, 0.4941951009815714, -0.14392737507833758, -0.6590880564518399, 1.2547989833232622, 1.4742163464508622, 0.5871826615031697, 0.17935473670208746, 1.440291589692012, 0.22891601209359713, 1.1330713905113061, 0.1124719199687855, 0.5091195821338247, 0.6124455516404668, -0.006842984401793708, 0.06053348218776872, -0.5613965952994909]","[1, 2, 4]","[-5.0, -5.0, 38.0]",0.0,"[0.0, -2.0, -8.0, -24.0, 48.0, 4.0, 8.0, 48.0, -48.0, -4.0, -8.0, -24.0, -48.0]",-1966432234622664978,6,0,28.0,"[8, 4, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,False,False,-6.0,-22.0,-4.015384615384615,0.0,4.015384615384615,"(0, Cat, Cat, Cat, 48.0, Cat, Cat, Cat, -48.0, Cat, Cat, Cat, Cat)"
18,7,"[-0.8777584870128791, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.932461663599595, 1.7085162596108083, 1.2598219136225064, 0.8695956413626145, 1.510820633882519, 1.0825047022421175, 0.5984419629604696, -0.6839349437457342, 0.5649761065770312, -0.8836607985735703, 1.0504568321622916, -0.4228638501075198, -1.6595060204367835, 0.47901489285074206, 0.38841602099866984, 0.7968004804769264, -0.27930240563508346, 1.4390384051358598, 2.2150217867003335, -0.005188971616403876, -1.6128325879594982, -2.057466020022141, 1.4989764643795371, 0.5159981382463937, 0.1363954813453553, 0.33023464915999495, 0.7824194647401569, 0.5820444097468541, -2.527936290006899, 2.21641731931884, -1.053721726962629, 0.8826013705194725, -0.32382329938965704, 1.1138074689942863, -1.0225941895286328, -0.2152216994176424, 0.4941951009815714, -0.153818413462851, -0.6590880564518399, 1.318785107578183, 1.4742163464508622, 0.5740317938605771, 0.16620386905949525, 1.4309641782963707, 0.21652236955275958, 1.2003452316768737, 0.1835676135853646, 0.49959074700020895, 0.6014679035032607, -0.006842984401793708, 0.12499941113302583, -0.473281451764724]","[1, 2, 4]","[-5.0, 30.0]",0.0,"[0.0, 2.0, 4.0, 24.0, 24.0, -4.0, -8.0, 24.0, 48.0, -4.0, -4.0, -24.0, -24.0]",779405771340628543,7,4,25.0,"[4, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,True,True,6.0,-6.0,-4.0030674846625764,0.0,4.0030674846625764,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)"
19,7,"[-0.8777584870128791, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.932461663599595, 1.7085162596108083, 1.2598219136225064, 0.8695956413626145, 1.510820633882519, 1.0825047022421175, 0.5984419629604696, -0.6839349437457342, 0.5649761065770312, -0.8836607985735703, 1.0504568321622916, -0.4228638501075198, -1.6595060204367835, 0.47901489285074206, 0.38841602099866984, 0.7968004804769264, -0.27930240563508346, 1.4390384051358598, 2.2150217867003335, -0.005188971616403876, -1.6128325879594982, -2.057466020022141, 1.4989764643795371, 0.5159981382463937, 0.1363954813453553, 0.33023464915999495, 0.7824194647401569, 0.5820444097468541, -2.527936290006899, 2.21641731931884, -1.053721726962629, 0.8826013705194725, -0.32382329938965704, 1.1138074689942863, -1.0225941895286328, -0.2152216994176424, 0.4941951009815714, -0.153818413462851, -0.6590880564518399, 1.318785107578183, 1.4742163464508622, 0.5740317938605771, 0.16620386905949525, 1.4309641782963707, 0.21652236955275958, 1.2003452316768737, 0.1835676135853646, 0.49959074700020895, 0.6014679035032607, -0.006842984401793708, 0.12499941113302583, -0.473281451764724]","[1, 2, 4]","[-5.0, 30.0]",-3.05078125,"[0.0, 2.0, 4.0, 24.0, 24.0, -4.0, -8.0, 24.0, 48.0, -4.0, -4.0, -24.0, -24.0]",779405771340628543,7,0,25.0,"[4, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,False,False,6.0,-6.0,-5.0030674846625764,0.0,5.0030674846625764,"(0, Cat, Cat, Cat, 24.0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)"
20,8,"[-0.896744520792037, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8611800538386458, 1.732590089199514, 1.2836925393313947, 0.8478818927731772, 1.4697699180726906, 1.1298578880959658, 0.5973093260093095, -0.7017883405737336, 0.5645099096632883, -0.8836607985735703, 1.0999978766885676, -0.37551066425367047, -1.609964975910504, 0.5453541124837498, 0.4547552406316782, 0.9170123352040754, -0.1590905509079346, 1.434096015007918, 2.2100793965723917, -0.010131361744345492, -1.4926207332323498, -2.0590488526040445, 1.482178289272806, 0.5159981382463937, 0.1363954813453553, 0.4437667101554043, 0.777477074612215, 0.5810666032554794, -2.5291463421879503, 2.21641731931884, -1.0690003111063449, 0.9292626674765626, -0.2999526736807661, 1.1376780947031766, -1.0396706162627296, -0.23201987452437411, 0.4941951009815714, -0.15551736888959042, -0.6590880564518399, 1.3424617005051072, 1.4742163464508622, 0.5718439351881504, 0.16401601038706834, 1.431035651648501, 0.20787185080222972, 1.2245687892719042, 0.20987493905972485, 0.4979461141563234, 0.5996059803279586, -0.006842984401793708, 0.11770444496793595, -0.49034343230177213]","[9, 10, 11]","[-5.0, 12.0]",0.0,"[0.0, -4.0, 8.0, 24.0, 24.0, -2.0, -8.0, -48.0, -24.0, -4.0, -8.0, 24.0, 24.0]",5782292848891634944,8,11,7.0,"[11, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,True,True,0.0,-16.0,-5.0,0.0,5.0,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)"
21,8,"[-0.896744520792037, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8611800538386458, 1.732590089199514, 1.2836925393313947, 0.8478818927731772, 1.4697699180726906, 1.1298578880959658, 0.5973093260093095, -0.7017883405737336, 0.5645099096632883, -0.8836607985735703, 1.0999978766885676, -0.37551066425367047, -1.609964975910504, 0.5453541124837498, 0.4547552406316782, 0.9170123352040754, -0.1590905509079346, 1.434096015007918, 2.2100793965723917, -0.010131361744345492, -1.4926207332323498, -2.0590488526040445, 1.482178289272806, 0.5159981382463937, 0.1363954813453553, 0.4437667101554043, 0.777477074612215, 0.5810666032554794, -2.5291463421879503, 2.21641731931884, -1.0690003111063449, 0.9292626674765626, -0.2999526736807661, 1.1376780947031766, -1.0396706162627296, -0.23201987452437411, 0.4941951009815714, -0.15551736888959042, -0.6590880564518399, 1.3424617005051072, 1.4742163464508622, 0.5718439351881504, 0.16401601038706834, 1.431035651648501, 0.20787185080222972, 1.2245687892719042, 0.20987493905972485, 0.4979461141563234, 0.5996059803279586, -0.006842984401793708, 0.11770444496793595, -0.49034343230177213]","[9, 10, 11]","[-5.0, 12.0]",-3.05078125,"[0.0, -4.0, 8.0, 24.0, 24.0, -2.0, -8.0, -48.0, -24.0, -4.0, -8.0, 24.0, 24.0]",5782292848891634944,8,0,7.0,"[11, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,False,False,0.0,-16.0,-6.0,0.0,6.0,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, 24.0, Cat)"
22,9,"[-0.8902704996749253, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8500473168531608, 1.7408579219991953, 1.291871428541957, 0.8387500136346957, 1.4513490095497361, 1.1459796538481355, 0.5967455722499612, -0.694750565697273, 0.5635859860262293, -0.8836607985735703, 1.1172481794387192, -0.35938889850150013, -1.5927146731603519, 0.5550018571188092, 0.4644029852667378, 0.9549201876214494, -0.12118269849056061, 1.4326110226574913, 2.208594404221965, -0.01161635409477116, -1.4547128808149765, -2.0598960274619946, 1.4897808473879002, 0.5159981382463937, 0.1363954813453553, 0.47984300345581793, 0.7759920822617892, 0.5805007905375618, -2.529709066468015, 2.21641731931884, -1.0433985638632806, 0.944521865603516, -0.2917737844702041, 1.1458569839137378, -1.0322178071872028, -0.22441731640928117, 0.4941951009815714, -0.15636299952861318, -0.6590880564518399, 1.3505225833811934, 1.4742163464508622, 0.5707153981901683, 0.16288747338908632, 1.4305694891671736, 0.20541669739673357, 1.232911806397484, 0.2188314755887079, 0.49713191755718433, 0.5986660475692825, -0.006842984401793708, 0.12563916030031444, -0.48288206999633737]","[1, 2, 4]","[-5.0, 14.0]",0.0,"[0.0, -2.0, -8.0, -48.0, 24.0, -4.0, -4.0, -24.0, -48.0, 2.0, -8.0, 24.0, 24.0]",8324563381047186377,9,4,9.0,"[4, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,True,True,-4.0,-4.0,-5.0,0.0,5.0,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)"
23,9,"[-0.8902704996749253, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8500473168531608, 1.7408579219991953, 1.291871428541957, 0.8387500136346957, 1.4513490095497361, 1.1459796538481355, 0.5967455722499612, -0.694750565697273, 0.5635859860262293, -0.8836607985735703, 1.1172481794387192, -0.35938889850150013, -1.5927146731603519, 0.5550018571188092, 0.4644029852667378, 0.9549201876214494, -0.12118269849056061, 1.4326110226574913, 2.208594404221965, -0.01161635409477116, -1.4547128808149765, -2.0598960274619946, 1.4897808473879002, 0.5159981382463937, 0.1363954813453553, 0.47984300345581793, 0.7759920822617892, 0.5805007905375618, -2.529709066468015, 2.21641731931884, -1.0433985638632806, 0.944521865603516, -0.2917737844702041, 1.1458569839137378, -1.0322178071872028, -0.22441731640928117, 0.4941951009815714, -0.15636299952861318, -0.6590880564518399, 1.3505225833811934, 1.4742163464508622, 0.5707153981901683, 0.16288747338908632, 1.4305694891671736, 0.20541669739673357, 1.232911806397484, 0.2188314755887079, 0.49713191755718433, 0.5986660475692825, -0.006842984401793708, 0.12563916030031444, -0.48288206999633737]","[1, 2, 4]","[-5.0, 14.0]",-3.05078125,"[0.0, -2.0, -8.0, -48.0, 24.0, -4.0, -4.0, -24.0, -48.0, 2.0, -8.0, 24.0, 24.0]",8324563381047186377,9,0,9.0,"[4, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,False,False,-4.0,-4.0,-6.0,0.0,6.0,"(0, Cat, Cat, Cat, 24.0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)"
24,10,"[-0.8950710452776889, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8319584551460315, 1.7461823276143955, 1.2974718600070778, 0.7333629927711935, 1.2012060183145141, 1.1577450435652128, 0.5983225403500356, -0.7011280794001109, 0.5687319502447432, -0.8836607985735703, 1.1259450574985965, -0.34762350878442205, -1.5840177951004764, 0.5715677924386502, 0.48096892058657886, 1.0000097512556871, -0.07609313485632291, 1.4310880962702037, 2.2070714778346785, -0.013139280482058324, -1.4096233171807386, -2.0576587121263037, 1.4819117901279355, 0.5159981382463937, 0.1363954813453553, 0.5231806939826703, 0.7744691558745019, 0.5819069095517408, -2.528046673824993, 2.21641731931884, -1.1136314876863556, 0.9594324026437623, -0.2861733530050838, 1.1514574153788564, -1.0396930948618315, -0.23228637366924604, 0.4941951009815714, -0.1539975473785012, -0.6590880564518399, 1.3564052782397293, 1.4742163464508622, 0.5737839098473698, 0.16595598504628792, 1.4369568042417966, 0.20292467503754097, 1.238027373341723, 0.2253678032093067, 0.4994192519842862, 0.6012658528884237, -0.006842984401793708, 0.11600671805509966, -0.49037824136702035]","[1, 2, 4]","[-5.0, 16.0]",0.0,"[0.0, -4.0, -4.0, -48.0, 24.0, 4.0, 4.0, 48.0, -24.0, 4.0, -4.0, 48.0, 24.0]",1518845473617230857,10,4,11.0,"[4, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,True,True,-8.0,-40.0,-3.0153846153846153,0.0,3.0153846153846153,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)"
25,10,"[-0.8950710452776889, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8319584551460315, 1.7461823276143955, 1.2974718600070778, 0.7333629927711935, 1.2012060183145141, 1.1577450435652128, 0.5983225403500356, -0.7011280794001109, 0.5687319502447432, -0.8836607985735703, 1.1259450574985965, -0.34762350878442205, -1.5840177951004764, 0.5715677924386502, 0.48096892058657886, 1.0000097512556871, -0.07609313485632291, 1.4310880962702037, 2.2070714778346785, -0.013139280482058324, -1.4096233171807386, -2.0576587121263037, 1.4819117901279355, 0.5159981382463937, 0.1363954813453553, 0.5231806939826703, 0.7744691558745019, 0.5819069095517408, -2.528046673824993, 2.21641731931884, -1.1136314876863556, 0.9594324026437623, -0.2861733530050838, 1.1514574153788564, -1.0396930948618315, -0.23228637366924604, 0.4941951009815714, -0.1539975473785012, -0.6590880564518399, 1.3564052782397293, 1.4742163464508622, 0.5737839098473698, 0.16595598504628792, 1.4369568042417966, 0.20292467503754097, 1.238027373341723, 0.2253678032093067, 0.4994192519842862, 0.6012658528884237, -0.006842984401793708, 0.11600671805509966, -0.49037824136702035]","[1, 2, 4]","[-5.0, 16.0]",-3.05078125,"[0.0, -4.0, -4.0, -48.0, 24.0, 4.0, 4.0, 48.0, -24.0, 4.0, -4.0, 48.0, 24.0]",1518845473617230857,10,0,11.0,"[4, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,False,False,-8.0,-40.0,-4.015384615384615,0.0,4.015384615384615,"(0, Cat, Cat, Cat, 24.0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)"
26,11,"[-0.896551150492311, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8128078026843852, 1.7538644647140853, 1.3052843189666574, 0.6622804585946894, 1.0209450809114744, 1.173617042572496, 0.5990470915179867, -0.7033327357826834, 0.5719108291088644, -0.8836607985735703, 1.1404185528455337, -0.33175150977713597, -1.5695442997535383, 0.5889198966605584, 0.498321024808486, 1.0501595794962197, -0.025943306615790203, 1.4292895480304675, 2.2052729295949374, -0.01493782872179621, -1.3594734889402051, -2.0566477833877075, 1.479033181252966, 0.5159981382463937, 0.1363954813453553, 0.5711855460276942, 0.7726706076347646, 0.5825302633685839, -2.5272715239814882, 2.21641731931884, -1.161117522179862, 0.977231353313844, -0.2783608940455061, 1.1592698743384358, -1.0423940114032497, -0.2351649825442166, 0.4941951009815714, -0.15291072062657485, -0.6590880564518399, 1.3643412777433725, 1.4742163464508622, 0.5751824135077179, 0.16735448870663613, 1.4411563497480697, 0.19995608722794156, 1.2456137469302788, 0.23418558043557672, 0.5004714479686108, 0.6024565719431575, -0.006842984401793708, 0.11321058090353481, -0.4930883621188917]","[5, 6, 8]","[-5.0, -5.0, 40.0]",0.0,"[0.0, -4.0, 4.0, 48.0, 48.0, -4.0, -4.0, 24.0, 48.0, -4.0, -8.0, -48.0, -24.0]",101062465419474540,11,4,30.0,"[4, 8, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,True,True,0.0,-8.0,-2.0625,0.0,2.0625,"(0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)"
27,11,"[-0.896551150492311, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8128078026843852, 1.7538644647140853, 1.3052843189666574, 0.6622804585946894, 1.0209450809114744, 1.173617042572496, 0.5990470915179867, -0.7033327357826834, 0.5719108291088644, -0.8836607985735703, 1.1404185528455337, -0.33175150977713597, -1.5695442997535383, 0.5889198966605584, 0.498321024808486, 1.0501595794962197, -0.025943306615790203, 1.4292895480304675, 2.2052729295949374, -0.01493782872179621, -1.3594734889402051, -2.0566477833877075, 1.479033181252966, 0.5159981382463937, 0.1363954813453553, 0.5711855460276942, 0.7726706076347646, 0.5825302633685839, -2.5272715239814882, 2.21641731931884, -1.161117522179862, 0.977231353313844, -0.2783608940455061, 1.1592698743384358, -1.0423940114032497, -0.2351649825442166, 0.4941951009815714, -0.15291072062657485, -0.6590880564518399, 1.3643412777433725, 1.4742163464508622, 0.5751824135077179, 0.16735448870663613, 1.4411563497480697, 0.19995608722794156, 1.2456137469302788, 0.23418558043557672, 0.5004714479686108, 0.6024565719431575, -0.006842984401793708, 0.11321058090353481, -0.4930883621188917]","[5, 6, 8]","[-5.0, -5.0, 40.0]",-5.0,"[0.0, -4.0, 4.0, 48.0, 48.0, -4.0, -4.0, 24.0, 48.0, -4.0, -8.0, -48.0, -24.0]",101062465419474540,11,8,30.0,"[4, 8, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,True,True,0.0,-8.0,-2.0625,0.0,2.0625,"(0, Cat, Cat, Cat, 48.0, Cat, Cat, Cat, Cat, Cat, Cat, Cat, Cat)"
28,11,"[-0.896551150492311, -1.2735555555364009, -0.5575399438361259, 0.37066414971304906, -1.8128078026843852, 1.7538644647140853, 1.3052843189666574, 0.6622804585946894, 1.0209450809114744, 1.173617042572496, 0.5990470915179867, -0.7033327357826834, 0.5719108291088644, -0.8836607985735703, 1.1404185528455337, -0.33175150977713597, -1.5695442997535383, 0.5889198966605584, 0.498321024808486, 1.0501595794962197, -0.025943306615790203, 1.4292895480304675, 2.2052729295949374, -0.01493782872179621, -1.3594734889402051, -2.0566477833877075, 1.479033181252966, 0.5159981382463937, 0.1363954813453553, 0.5711855460276942, 0.7726706076347646, 0.5825302633685839, -2.5272715239814882, 2.21641731931884, -1.161117522179862, 0.977231353313844, -0.2783608940455061, 1.1592698743384358, -1.0423940114032497, -0.2351649825442166, 0.4941951009815714, -0.15291072062657485, -0.6590880564518399, 1.3643412777433725, 1.4742163464508622, 0.5751824135077179, 0.16735448870663613, 1.4411563497480697, 0.19995608722794156, 1.2456137469302788, 0.23418558043557672, 0.5004714479686108, 0.6024565719431575, -0.006842984401793708, 0.11321058090353481, -0.4930883621188917]","[5, 6, 8]","[-5.0, -5.0, 40.0]",0.0,"[0.0, -4.0, 4.0, 48.0, 48.0, -4.0, -4.0, 24.0, 48.0, -4.0, -8.0, -48.0, -24.0]",101062465419474540,11,0,30.0,"[4, 8, 0]",high_increasing,1729,habitual,search_space,baseline_null,linear_depth,"5.0,0.0",3,30,5.0,0.0,0,False,False,False,False,0.0,-8.0,-3.0625,0.0,3.0625,"(0, Cat, Cat, Cat, 48.0, Cat, Cat, Cat, 48.0, Cat, Cat, Cat, Cat)"
