,pid,run,mouselab-quiz-post_Q1,mouselab-quiz-post_Q2,mouselab-quiz-post_Q3,mouselab-quiz-post_Q4,mouselab-quiz-post_Q5,passed_quizzes,age,effort,gender,female,male,other,browser,platform,cond,counterbalance,codeversion,bonus,status,mode,final_bonus,displayed_bonus,DEPTH,COST,MIN_TIME,inspectCost,bonusRate,variance,branching,first_trial,time_diff
145,240,quest_main,1,1,1,1,-1,1,55,1,male,0.0,1.0,0.0,firefox,linux,0,0,0.0.5,0,6,live,0.0,0.0,0,0,7,1,0.002,2_4_24,312,True,60.70868333333333
146,241,quest_main,1,1,1,1,2,1,21,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.98,2.98,0,0,7,1,0.002,2_4_24,312,False,77.02253333333333
147,242,quest_main,1,1,1,1,2,1,55,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.57,2.57,0,0,7,1,0.002,2_4_24,312,False,91.33356666666667
149,246,quest_main,1,1,1,1,2,1,51,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.02,3.02,0,0,7,1,0.002,2_4_24,312,False,128.6315
150,247,quest_main,1,1,1,1,2,1,29,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.31,3.31,0,0,7,1,0.002,2_4_24,312,False,110.46575
151,248,quest_main,1,1,1,1,2,1,29,-1,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,2,live,,,0,0,7,1,0.002,2_4_24,312,True,
152,249,quest_main,0,0,0,1,2,1,20,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.59,2.59,0,0,7,1,0.002,2_4_24,312,False,75.42115
153,250,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.84,0.84,0,0,7,1,0.002,2_4_24,312,False,62.3219
154,251,quest_main,1,1,1,1,2,1,22,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.39,3.39,0,0,7,1,0.002,2_4_24,312,False,86.77876666666667
155,252,quest_main,1,1,1,1,2,1,36,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.44,3.44,0,0,7,1,0.002,2_4_24,312,False,59.68528333333333
156,254,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,0.42,0.42,0,0,7,1,0.002,2_4_24,312,True,62.876333333333335
157,255,quest_main,1,1,1,1,2,1,38,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.35,3.35,0,0,7,1,0.002,2_4_24,312,False,40.49545
158,256,quest_main,0,0,1,1,2,1,55,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.49,2.49,0,0,7,1,0.002,2_4_24,312,True,35.88218333333333
159,257,quest_main,1,1,1,1,2,1,22,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.37,3.37,0,0,7,1,0.002,2_4_24,312,False,100.93203333333334
160,258,quest_main,0,0,1,0,2,1,43,0,female,1.0,0.0,0.0,chrome,chromeos,0,0,0.0.5,0,6,live,3.08,3.08,0,0,7,1,0.002,2_4_24,312,True,59.076116666666664
161,260,quest_main,0,1,1,1,2,1,45,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,63.452666666666666
162,262,quest_main,1,1,1,1,2,1,28,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,63.903333333333336
163,263,quest_main,1,1,1,1,2,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,104.6348
164,264,quest_main,1,1,1,1,2,1,29,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.87,2.87,0,0,7,1,0.002,2_4_24,312,True,66.48903333333334
165,266,quest_main,1,1,1,1,1,1,21,1,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.35,3.35,0,0,7,1,0.002,2_4_24,312,True,63.32951666666666
166,267,quest_main,1,1,1,1,2,1,23,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.89,2.89,0,0,7,1,0.002,2_4_24,312,True,72.47711666666666
167,268,quest_main,1,1,1,1,2,1,35,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,60.86468333333333
168,269,quest_main,1,1,1,1,2,1,23,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.19,3.19,0,0,7,1,0.002,2_4_24,312,True,46.377
169,270,quest_main,1,1,1,1,2,1,35,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.54,3.54,0,0,7,1,0.002,2_4_24,312,False,71.59953333333333
170,271,quest_main,1,1,1,1,2,1,29,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.34,3.34,0,0,7,1,0.002,2_4_24,312,False,62.76668333333333
171,272,quest_main,1,1,1,1,2,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.11,3.11,0,0,7,1,0.002,2_4_24,312,False,72.56741666666667
172,273,quest_main,1,1,1,1,2,1,28,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.29,3.29,0,0,7,1,0.002,2_4_24,312,True,55.1193
173,274,quest_main,1,1,1,1,2,1,29,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.05,3.05,0,0,7,1,0.002,2_4_24,312,True,121.83868333333334
174,275,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.92,1.92,0,0,7,1,0.002,2_4_24,312,True,63.896483333333336
175,276,quest_main,1,1,1,1,2,1,34,0,male,0.0,1.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.03,3.03,0,0,7,1,0.002,2_4_24,312,False,76.89015
176,277,quest_main,1,1,1,1,2,1,24,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.13,3.13,0,0,7,1,0.002,2_4_24,312,False,66.14005
177,278,quest_main,0,0,1,1,2,1,27,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.53,2.53,0,0,7,1,0.002,2_4_24,312,False,41.70121666666667
178,279,quest_main,1,1,1,1,2,1,38,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.79,2.79,0,0,7,1,0.002,2_4_24,312,True,49.68425
179,280,quest_main,0,1,0,1,1,1,26,0,female,1.0,0.0,0.0,firefox,windows,0,0,0.0.5,0,2,live,2.91,2.91,0,0,7,1,0.002,2_4_24,312,False,95.07698333333333
180,281,quest_main,1,1,1,1,2,1,37,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.33,3.33,0,0,7,1,0.002,2_4_24,312,True,57.3899
181,282,quest_main,1,1,1,1,1,1,28,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.69,2.69,0,0,7,1,0.002,2_4_24,312,True,62.27355
182,283,quest_main,1,1,1,1,2,1,62,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.29,3.29,0,0,7,1,0.002,2_4_24,312,False,65.58635
183,284,quest_main,1,1,1,1,2,1,38,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.24,3.24,0,0,7,1,0.002,2_4_24,312,False,53.34428333333334
185,286,quest_main,1,1,1,1,2,1,37,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.86,2.86,0,0,7,1,0.002,2_4_24,312,False,69.15776666666666
186,288,quest_main,1,1,1,1,2,1,20,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.5,3.5,0,0,7,1,0.002,2_4_24,312,False,102.35181666666666
187,289,quest_main,1,1,1,1,1,1,20,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.5,2.5,0,0,7,1,0.002,2_4_24,312,True,53.177033333333334
188,290,quest_main,1,1,1,1,2,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.25,3.25,0,0,7,1,0.002,2_4_24,312,False,76.56906666666667
189,291,quest_main,1,1,1,1,2,1,21,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.37,0.37,0,0,7,1,0.002,2_4_24,312,False,64.8009
191,293,quest_main,1,1,1,1,2,1,27,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.41,3.41,0,0,7,1,0.002,2_4_24,312,False,76.10656666666667
193,295,quest_main,1,1,1,1,2,1,20,-1,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,2,live,,,0,0,7,1,0.002,2_4_24,312,True,
194,296,quest_main,1,1,1,1,1,1,27,1,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.27,0.27,0,0,7,1,0.002,2_4_24,312,True,70.03846666666666
195,297,quest_main,1,1,1,1,1,1,35,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.42,3.42,0,0,7,1,0.002,2_4_24,312,True,103.9594
196,298,quest_main,1,1,1,1,1,1,24,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.68,0.68,0,0,7,1,0.002,2_4_24,312,False,53.270783333333334
197,299,quest_main,1,1,1,1,2,1,21,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,65.41023333333334
198,300,quest_main,1,1,1,1,2,1,25,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.21,3.21,0,0,7,1,0.002,2_4_24,312,True,65.29823333333333
199,302,quest_main,1,1,1,1,1,1,30,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.12,3.12,0,0,7,1,0.002,2_4_24,312,False,46.18846666666666
200,304,quest_main,1,1,1,1,1,1,40,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.75,0.75,0,0,7,1,0.002,2_4_24,312,True,54.001466666666666
201,305,quest_main,1,1,1,1,2,1,19,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.5,3.5,0,0,7,1,0.002,2_4_24,312,True,82.52543333333334
202,306,quest_main,1,1,1,1,2,1,30,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.44,3.44,0,0,7,1,0.002,2_4_24,312,True,55.29951666666667
203,307,quest_main,1,1,1,1,2,1,24,0,other,0.0,0.0,1.0,chrome,windows,0,0,0.0.5,0,6,live,2.89,2.89,0,0,7,1,0.002,2_4_24,312,False,61.70138333333333
204,308,quest_main,1,1,1,1,2,1,24,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.98,2.98,0,0,7,1,0.002,2_4_24,312,False,55.72535
205,309,quest_main,1,1,1,1,1,1,36,0,other,0.0,0.0,1.0,chrome,windows,0,0,0.0.5,0,6,live,3.33,3.33,0,0,7,1,0.002,2_4_24,312,False,96.1718
206,310,quest_main,1,1,1,1,1,1,,,,,,,chrome,windows,0,0,0.0.5,0,2,live,,,0,0,7,1,0.002,2_4_24,312,True,
207,311,quest_main,1,1,1,1,2,1,48,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.89,2.89,0,0,7,1,0.002,2_4_24,312,True,117.68976666666667
208,312,quest_main,1,0,1,1,2,1,25,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.9,2.9,0,0,7,1,0.002,2_4_24,312,False,78.63213333333333
209,314,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.92,2.92,0,0,7,1,0.002,2_4_24,312,False,136.57221666666666
210,315,quest_main,1,1,1,1,1,1,22,1,other,0.0,0.0,1.0,chrome,windows,0,0,0.0.5,0,6,live,3.26,3.26,0,0,7,1,0.002,2_4_24,312,False,54.66096666666667
211,316,quest_main,1,1,1,1,2,1,24,0,male,0.0,1.0,0.0,firefox,linux,0,0,0.0.5,0,6,live,2.97,2.97,0,0,7,1,0.002,2_4_24,312,False,146.47958333333332
212,317,quest_main,1,1,1,1,1,1,21,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.07,2.07,0,0,7,1,0.002,2_4_24,312,False,115.35925
213,318,quest_main,1,1,1,1,0,1,30,0,male,0.0,1.0,0.0,firefox,linux,0,0,0.0.5,0,6,live,3.19,3.19,0,0,7,1,0.002,2_4_24,312,False,44.3981
214,319,quest_main,1,1,1,1,2,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.01,3.01,0,0,7,1,0.002,2_4_24,312,False,71.57026666666667
215,321,quest_main,1,1,1,1,1,1,24,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.5,3.5,0,0,7,1,0.002,2_4_24,312,False,146.6617
216,322,quest_main,1,1,1,1,2,1,39,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.02,2.02,0,0,7,1,0.002,2_4_24,312,True,59.297383333333336
217,323,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.37,3.37,0,0,7,1,0.002,2_4_24,312,False,54.31995
218,324,quest_main,1,1,1,1,2,1,49,0,female,1.0,0.0,0.0,safari,macos,0,0,0.0.5,0,6,live,3.32,3.32,0,0,7,1,0.002,2_4_24,312,True,52.498466666666666
219,325,quest_main,1,1,1,1,2,1,20,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.41,3.41,0,0,7,1,0.002,2_4_24,312,False,124.3831
220,327,quest_main,1,1,1,1,2,1,31,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.23,0.23,0,0,7,1,0.002,2_4_24,312,True,77.93428333333334
221,328,quest_main,1,1,1,1,2,1,21,0,male,0.0,1.0,0.0,opera,windows,0,0,0.0.5,0,6,live,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,79.43301666666666
222,329,quest_main,1,1,1,1,2,1,24,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.4,3.4,0,0,7,1,0.002,2_4_24,312,True,45.744416666666666
223,331,quest_main,1,1,1,1,1,1,23,1,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.18,3.18,0,0,7,1,0.002,2_4_24,312,False,127.34083333333334
225,334,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.42,3.42,0,0,7,1,0.002,2_4_24,312,False,53.9456
226,335,quest_main,1,1,1,1,1,1,22,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.37,3.37,0,0,7,1,0.002,2_4_24,312,True,85.22458333333333
227,336,quest_main,1,1,1,1,1,1,25,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.11,3.11,0,0,7,1,0.002,2_4_24,312,False,85.26248333333334
228,337,quest_main,1,1,1,1,2,1,23,0,male,0.0,1.0,0.0,opera,windows,0,0,0.0.5,0,6,live,3.54,3.54,0,0,7,1,0.002,2_4_24,312,True,54.58253333333333
229,338,quest_main,1,0,1,1,2,1,26,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,101.9332
230,339,quest_main,1,1,1,1,2,1,29,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,67.85983333333333
231,340,quest_main,1,1,1,1,1,1,24,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.45,2.45,0,0,7,1,0.002,2_4_24,312,True,37.622616666666666
232,341,quest_main,1,1,1,1,2,1,31,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.08,3.08,0,0,7,1,0.002,2_4_24,312,False,57.95503333333333
233,342,quest_main,1,1,1,1,2,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.32,3.32,0,0,7,1,0.002,2_4_24,312,True,98.69933333333333
234,344,quest_main,1,1,1,0,2,1,23,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.94,2.94,0,0,7,1,0.002,2_4_24,312,True,49.85288333333333
235,345,quest_main,1,1,1,1,1,1,43,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.15,3.15,0,0,7,1,0.002,2_4_24,312,True,41.36783333333333
236,346,quest_main,0,1,0,1,2,1,63,0,female,1.0,0.0,0.0,firefox,macos,0,0,0.0.5,0,6,live,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,62.4563
237,348,quest_main,1,1,1,1,2,1,22,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,0.22,0.22,0,0,7,1,0.002,2_4_24,312,False,59.56695
238,349,quest_main,1,1,1,1,2,1,39,0,female,1.0,0.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.36,3.36,0,0,7,1,0.002,2_4_24,312,True,48.79305
239,350,quest_main,1,1,1,1,2,1,20,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.37,3.37,0,0,7,1,0.002,2_4_24,312,False,70.30438333333333
240,351,quest_main,1,1,1,0,1,1,48,0,male,0.0,1.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,0.0,0.0,0,0,7,1,0.002,2_4_24,312,False,76.66451666666667
241,352,quest_main,1,1,1,1,1,1,23,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.06,3.06,0,0,7,1,0.002,2_4_24,312,True,49.466116666666665
242,353,quest_main,0,0,1,1,2,1,29,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.32,3.32,0,0,7,1,0.002,2_4_24,312,True,77.76106666666666
243,354,quest_main,1,1,1,1,2,1,28,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.23,3.23,0,0,7,1,0.002,2_4_24,312,False,79.2327
244,355,quest_main,1,0,1,1,2,1,58,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.03,2.03,0,0,7,1,0.002,2_4_24,312,True,84.43326666666667
245,356,quest_main,1,1,1,1,1,1,24,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.99,2.99,0,0,7,1,0.002,2_4_24,312,True,101.30228333333334
246,357,quest_main,1,1,1,1,2,1,38,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.46,3.46,0,0,7,1,0.002,2_4_24,312,False,45.99518333333334
247,358,quest_main,1,0,1,1,2,1,29,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,0.56,0.56,0,0,7,1,0.002,2_4_24,312,True,50.34571666666667
248,359,quest_main,1,1,1,1,2,1,19,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.21,3.21,0,0,7,1,0.002,2_4_24,312,True,52.410983333333334
249,360,quest_main,1,1,1,1,2,1,20,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.1,3.1,0,0,7,1,0.002,2_4_24,312,False,44.18075
250,361,quest_main,0,0,1,1,2,1,29,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.99,2.99,0,0,7,1,0.002,2_4_24,312,True,24.721233333333334
251,362,quest_main,1,1,1,1,1,1,27,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.21,3.21,0,0,7,1,0.002,2_4_24,312,True,96.42111666666666
252,363,quest_main,1,1,1,1,2,1,25,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.31,3.31,0,0,7,1,0.002,2_4_24,312,True,32.99616666666667
253,364,quest_main,1,1,1,1,2,1,57,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.25,3.25,0,0,7,1,0.002,2_4_24,312,True,61.587466666666664
254,365,quest_main,1,1,1,1,2,1,20,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.36,3.36,0,0,7,1,0.002,2_4_24,312,False,84.51796666666667
256,368,quest_main,1,1,1,1,2,1,28,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,2,live,,,0,0,7,1,0.002,2_4_24,312,False,76.49708333333334
257,369,quest_main,1,0,1,1,2,1,53,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.91,2.91,0,0,7,1,0.002,2_4_24,312,False,58.84085
258,370,quest_main,1,1,1,1,2,1,23,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.23,3.23,0,0,7,1,0.002,2_4_24,312,True,80.74593333333333
259,371,quest_main,1,1,1,1,2,1,29,0,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,3.73,3.73,0,0,7,1,0.002,2_4_24,312,True,137.02538333333334
261,373,quest_main,1,1,1,1,2,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.26,3.26,0,0,7,1,0.002,2_4_24,312,True,67.15956666666666
262,374,quest_main,1,1,1,1,2,1,36,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.06,3.06,0,0,7,1,0.002,2_4_24,312,True,54.53066666666667
263,375,quest_main,0,0,1,1,2,1,31,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.52,2.52,0,0,7,1,0.002,2_4_24,312,True,56.807116666666666
264,376,quest_main,1,1,1,1,2,1,29,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.58,2.58,0,0,7,1,0.002,2_4_24,312,True,112.17536666666666
265,377,quest_main,1,1,1,1,2,1,38,0,male,0.0,1.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.35,3.35,0,0,7,1,0.002,2_4_24,312,False,80.6886
266,378,quest_main,1,1,1,1,2,1,23,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.33,3.33,0,0,7,1,0.002,2_4_24,312,True,60.05023333333333
267,379,quest_main,1,1,1,1,2,1,24,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.2,3.2,0,0,7,1,0.002,2_4_24,312,False,75.55416666666666
268,380,quest_main,1,1,1,1,2,1,28,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.4,3.4,0,0,7,1,0.002,2_4_24,312,True,52.79601666666667
269,381,quest_main,1,0,1,1,2,1,37,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.18,3.18,0,0,7,1,0.002,2_4_24,312,True,72.20003333333334
270,382,quest_main,1,1,1,1,2,1,31,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.24,3.24,0,0,7,1,0.002,2_4_24,312,False,58.823966666666664
271,383,quest_main,1,1,1,1,1,1,30,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.27,3.27,0,0,7,1,0.002,2_4_24,312,True,57.224983333333334
272,384,quest_main,1,1,1,0,2,1,48,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,,,0,0,7,1,0.002,2_4_24,312,False,137.08681666666666
273,385,quest_main,1,1,1,1,2,1,31,1,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.13,3.13,0,0,7,1,0.002,2_4_24,312,False,61.78815
274,386,quest_main,1,1,1,1,-2,1,22,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.24,3.24,0,0,7,1,0.002,2_4_24,312,True,51.61756666666667
275,387,quest_main,1,1,1,1,2,1,26,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.97,2.97,0,0,7,1,0.002,2_4_24,312,True,93.93921666666667
276,389,quest_main,1,1,1,1,2,1,54,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.8,1.8,0,0,7,1,0.002,2_4_24,312,False,34.67668333333334
277,391,quest_main,1,1,1,1,2,1,27,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.6,3.6,0,0,7,1,0.002,2_4_24,312,False,36.33761666666667
278,392,quest_main,1,1,1,1,2,1,30,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.22,3.22,0,0,7,1,0.002,2_4_24,312,True,56.159
279,393,quest_main,1,1,1,1,1,1,24,0,female,1.0,0.0,0.0,chrome,macos,0,0,0.0.5,0,6,live,3.07,3.07,0,0,7,1,0.002,2_4_24,312,False,54.22165
280,394,quest_main,1,1,1,1,2,1,26,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.38,3.38,0,0,7,1,0.002,2_4_24,312,False,68.28465
282,396,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.48,3.48,0,0,7,1,0.002,2_4_24,312,False,53.9295
283,397,quest_main,0,1,1,1,2,1,34,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.31,3.31,0,0,7,1,0.002,2_4_24,312,True,52.31981666666667
284,398,quest_main,1,1,1,1,2,1,37,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.31,1.31,0,0,7,1,0.002,2_4_24,312,True,49.84043333333333
285,399,quest_main,1,1,1,1,2,1,43,1,male,0.0,1.0,0.0,firefox,windows,0,0,0.0.5,0,6,live,0.72,0.72,0,0,7,1,0.002,2_4_24,312,False,50.6173
286,400,quest_main,1,1,1,1,2,1,27,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.36,2.36,0,0,7,1,0.002,2_4_24,312,True,38.465
287,401,quest_main,1,1,1,1,2,1,31,0,female,1.0,0.0,0.0,chrome,chromeos,0,0,0.0.5,0,6,live,3.32,3.32,0,0,7,1,0.002,2_4_24,312,False,86.33586666666666
288,402,quest_main,1,1,1,1,2,1,58,0,female,1.0,0.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,2.54,2.54,0,0,7,1,0.002,2_4_24,312,False,56.93163333333333
289,403,quest_main,1,1,1,1,1,1,26,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,1.12,1.12,0,0,7,1,0.002,2_4_24,312,True,65.91163333333333
290,404,quest_main,1,1,1,1,2,1,32,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,,,0,0,7,1,0.002,2_4_24,312,True,59.5664
291,405,quest_main,1,1,1,1,2,1,23,0,male,0.0,1.0,0.0,chrome,windows,0,0,0.0.5,0,6,live,3.57,3.57,0,0,7,1,0.002,2_4_24,312,True,36.29326666666667
